price_in_aed,kilometers,body_condition,mechanical_condition,seller_type,body_type,no_of_cylinders,transmission_type,regional_specs,horsepower,fuel_type,steering_side,year,color,emirate,motors_trim,company,model
289000,500,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,LE Titanium,nissan,patrol
98000,200000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Abu Dhabi,SE,nissan,patrol
65000,133000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2013.0,Blue, Dubai,GT,ford,mustang
568000,0,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6,Automatic Transmission,European Specs,400 - 500 HP,Gasoline,Left Hand Side,,Blue, Dubai,Other,porsche,718-spyder
570000,0,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,2021.0,Other Color, Dubai,Other,mercedes-benz,gle-coupe
47000,173000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2016.0,White, Dubai,LX,honda,accord
71000,152076,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,Premium,cadillac,escalade
118000,22000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2020.0,Red, Dubai,Touring,honda,cr-v
199000,64500,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2008.0,Gold, Dubai,Other,aston-martin,db9
32000,119224,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Other,nissan,sentra
27000,200000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Black, Dubai,Other,nissan,altima
509999,67072,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,European Specs,700 - 800 HP,Gasoline,Left Hand Side,2007.0,Red, Dubai,Other,ferrari,f430
169000,134000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,Standard,porsche,cayenne
125000,0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,6,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,Other,toyota,land-cruiser
287000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Diesel,Left Hand Side,,White, Dubai,Other,toyota,land-cruiser
149000,94582,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,White, Abu Dhabi,VXR,toyota,land-cruiser
209000,59000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2017.0,Grey, Dubai,3.0L,maserati,levante
125000,0,Perfect inside and out,Perfect inside and out,Dealer,Pick Up Truck,4,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,Other,toyota,land-cruiser-76-series
1400000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,600 - 700 HP,Gasoline,Left Hand Side,,Orange, Dubai,Other,lamborghini,urus
145000,51000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Grey, Dubai,A 250,mercedes-benz,a-class
350000,500,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,8,Manual Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,1960.0,Black, Dubai,Other,chevrolet,corvette
249000,54444,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,White, Abu Dhabi,750Li xDrive,bmw,7-series
89000,30000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Silver, Dubai,LE,toyota,rav-4
236000,49000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,GLE 350,mercedes-benz,gle-class
18500,357000,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2009.0,Red, Abu Dhabi,S,chevrolet,lumina
275000,133000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2018.0,White, Dubai,Vogue SE,land-rover,range-rover
77800,112312,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,Limited Sport,ford,explorer
33000,119884,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2016.0,Blue, Dubai,LE,renault,captur
55000,190385,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Limited,dodge,durango
39000,46190,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,2016.0,Orange, Sharjah,GLS,hyundai,veloster
159900,90000,Perfect inside and out,Perfect inside and out,Dealership/Certified Pre-Owned,Sedan,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2017.0,White, Dubai,L,audi,a8
59500,155000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015.0,White, Sharjah,EXR,toyota,fortuner
120000,0,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,None,Automatic Transmission,GCC Specs,Less than 150 HP,Electric,Left Hand Side,2020.0,White, Dubai,Other,renault,other
225000,23000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Green, Dubai,Royal,genesis,gv80
110000,146771,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,Other,lincoln,navigator
259000,10,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,GT,ford,mustang
52000,209642,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Grey, Abu Dhabi,Other,ford,mustang
649000,9618,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,Other,500 - 600 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,Autobiography,land-rover,range-rover
2399000,13123,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Manual Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,Standard,rolls-royce,cullinan
41000,51000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2006.0,White, Abu Dhabi,750Li,bmw,7-series
265000,82116,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2005.0,Red, Dubai,Standard,ferrari,scaglietti
290000,119000,Perfect inside and out,Perfect inside and out,Dealer,Wagon,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,Supercharged,land-rover,range-rover-sport
39500,96224,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,Japanese Specs,150 - 200 HP,Gasoline,Left Hand Side,2007.0,White, Dubai,S 500l,mercedes-benz,s-class
183500,44000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Silver, Abu Dhabi,Sahara,jeep,wrangler-unlimited
40900,83118,Perfect inside and out,Perfect inside and out,Dealer,Wagon,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2017.0,White, Dubai,Sport,ford,focus
415000,1832,Perfect inside and out,Perfect inside and out,Dealer,Coupe,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Yellow, Dubai,Other,porsche,carrera
299000,116,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2021.0,Grey, Dubai,Other,ford,bronco
71000,130000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2012.0,White, Sharjah,Tx-l TOP,toyota,prado
39999,67181,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Brown, Abu Dhabi,SEL,ford,edge
14000,223000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2009.0,Red, Sharjah,Other,ford,escape
99900,71000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,Japanese Specs,Unknown,Gasoline,Left Hand Side,1999.0,Silver, Dubai,SL 500,mercedes-benz,sl-class
42000,165000,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2016.0,White, Dubai,SL,nissan,altima
65500,17000,Perfect inside and out,Perfect inside and out,Dealer,Crossover,4,Automatic Transmission,North American Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Red, Sharjah,Ecoboost,ford,mustang
130000,130999,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,Black, Sharjah,Vogue SE,land-rover,range-rover
484900,32000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,Red, Dubai,Other,aston-martin,vanquish
68000,30000,Perfect inside and out,Perfect inside and out,Dealer,Other,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,Other,jaguar,xe
40000,130000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2014.0,Grey, Dubai,GLS 5 Door,mitsubishi,pajero
249000,86000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Blue, Ajman,Other,porsche,cayenne
335000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,Other,400 - 500 HP,Diesel,Left Hand Side,,Black, Dubai,Other,toyota,land-cruiser
91000,142338,"A bit of wear & tear, all repaired","Minor faults, all fixed",Dealership/Certified Pre-Owned,SUV,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Black, Dubai,ML 350,mercedes-benz,m-class
75000,52000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,Other,300 - 400 HP,Gasoline,Left Hand Side,2016.0,Black, Sharjah,F Sport Platinum,lexus,is-series
29000,185539,"No accidents, very few faults",Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2013.0,White, Abu Dhabi,GLS,mitsubishi,pajero
45000,134500,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2013.0,Silver, Dubai,T5 Comfort,volvo,xc60
389000,14,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,Other,200 - 300 HP,Gasoline,Left Hand Side,,Black, Dubai,HSE,land-rover,range-rover-sport
49000,124160,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Purple, Dubai,Standard,cadillac,ctscatera
275000,99000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Blue, Dubai,Other,porsche,cayenne
17000,125000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2015.0,White, Ajman,Other,nissan,sunny
35000,110000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011.0,Silver, Dubai,Limited,ford,edge
175000,100000,Perfect inside and out,Perfect inside and out,Dealer,Sports Car,12,Automatic Transmission,Japanese Specs,500 - 600 HP,Gasoline,Left Hand Side,2007.0,White, Abu Dhabi,Other,bentley,continental-gt
19500,188000,Perfect inside and out,Perfect inside and out,Owner,Crossover,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2010.0,White, Dubai,S,nissan,x-trail
130000,66000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2018.0,Black, Dubai,E 300,mercedes-benz,e-class
149000,55000,Perfect inside and out,Perfect inside and out,Dealer,Soft Top Convertible,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2015.0,Grey, Dubai,Other,jaguar,f-type
25000,220000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011.0,Burgundy, Dubai,Other,honda,pilot
26000,122000,Perfect inside and out,Perfect inside and out,Owner,SUV,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Silver, Dubai,XLS,ford,expedition
15900,151000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2011.0,Blue, Dubai,Base,peugeot,207
105000,57000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,SL Plus,nissan,x-trail
89500,28414,Perfect inside and out,Perfect inside and out,Dealer,Hard Top Convertible,6,Automatic Transmission,Japanese Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Grey, Dubai,SLK 350,mercedes-benz,slk-class
610000,84591,Perfect inside and out,Perfect inside and out,Dealer,Sedan,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2015.0,Other Color, Dubai,Standard,rolls-royce,ghost
135000,9000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,6,Automatic Transmission,North American Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,toyota,camry
350000,14000,Perfect inside and out,Perfect inside and out,Owner,SUV,4,Manual Transmission,GCC Specs,400 - 500 HP,Diesel,Left Hand Side,2016.0,Green, Dubai,90 First Edition,land-rover,defender
77000,113000,Perfect inside and out,Perfect inside and out,Owner,Sedan,8,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2012.0,Gold, Dubai,L Special Edition,audi,a8
54900,148000,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,Grey, Dubai,218i,bmw,2-series
264999,18528,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,North American Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,S 560 4MATIC,mercedes-benz,s-class
99000,101800,Perfect inside and out,Perfect inside and out,Owner,Sedan,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2014.0,White, Dubai,Platinum Edition,porsche,cayenne
39000,143786,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Manual Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2011.0,Green, Dubai,Sport,jeep,wrangler
265000,82000,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2019.0,White, Abu Dhabi,Xdrive 40i,bmw,x5
116000,72891,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,White, Dubai,sDrive20i,bmw,x1
76999,1749,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,Black, Dubai,Standard,hyundai,sonata
45000,46000,Perfect inside and out,Perfect inside and out,Owner,Hatchback,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2019.0,Black, Dubai,GLX,suzuki,baleno
75000,13000,Perfect inside and out,Perfect inside and out,Owner,Sedan,4,Automatic Transmission,North American Specs,200 - 300 HP,Gasoline,Left Hand Side,2021.0,White, Dubai,Limited,hyundai,sonata
459000,33,Perfect inside and out,Perfect inside and out,Dealer,SUV,6,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,,Grey, Dubai,GTS,porsche,macan
750000,19295,Perfect inside and out,Perfect inside and out,Dealer,Sedan,8,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2006.0,Black, Dubai,750Li,bmw,7-series
189000,30000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Manual Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2007.0,Black, Dubai,Sport,aston-martin,vantage
95000,47540,Perfect inside and out,Perfect inside and out,Dealer,Hatchback,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2019.0,Red, Dubai,Veloce,alfa-romeo,giulietta
99000,110000,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,Unknown,Gasoline,Left Hand Side,2012.0,Brown, Abu Dhabi,Sport,maserati,granturismo
345000,23500,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,110 SE,land-rover,defender
155000,22000,Perfect inside and out,Perfect inside and out,Dealer,Other,6,Automatic Transmission,European Specs,Unknown,Gasoline,Left Hand Side,,Black, Sharjah,Other,ford,expedition
179000,52777,Perfect inside and out,Perfect inside and out,Dealer,Coupe,8,Automatic Transmission,GCC Specs,400 - 500 HP,Gasoline,Left Hand Side,2018.0,Black, Dubai,GT,ford,mustang
418000,30763,Perfect inside and out,Perfect inside and out,Dealer,Coupe,12,Automatic Transmission,GCC Specs,500 - 600 HP,Gasoline,Left Hand Side,2013.0,Grey, Dubai,Standard,aston-martin,vanquish
38900,72548,Perfect inside and out,Perfect inside and out,Dealer,Sedan,3,Automatic Transmission,GCC Specs,Less than 150 HP,Gasoline,Left Hand Side,2020.0,White, Dubai,Other,mitsubishi,attrage
47000,1880000,Perfect inside and out,Perfect inside and out,Dealer,SUV,8,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2014.0,Gold, Sharjah,LT,chevrolet,tahoe
46500,149000,"No accidents, very few faults",Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,2015.0,White, Dubai,EX,kia,mohave
54000,169000,Perfect inside and out,Perfect inside and out,Dealer,Sedan,4,Automatic Transmission,GCC Specs,150 - 200 HP,Gasoline,Left Hand Side,2018.0,Blue, Sharjah,Other,honda,civic
73000,159000,Perfect inside and out,Perfect inside and out,Owner,SUV,6,Automatic Transmission,GCC Specs,300 - 400 HP,Gasoline,Left Hand Side,2013.0,Red, Dubai,Sahara Unlimited Standard,jeep,wrangler
285000,0,Perfect inside and out,Perfect inside and out,Dealer,SUV,4,Automatic Transmission,GCC Specs,200 - 300 HP,Gasoline,Left Hand Side,,Grey, Dubai,530i,bmw,5-series
2248000,600,Perfect inside and out,Perfect inside and out,Dealer,SUV,12,Automatic Transmission,GCC Specs,600 - 700 HP,Gasoline,Left Hand Side,2021.0,Green, Dubai,Standard,rolls-royce,cullinan
